"Media","Mediana","Varianza","Desvío","Coeficiente de Asimetría","Curtosis","Rango Intercuartil"
499.314038258591,498.887875469115,6290.8345722777,79.3147815497068,0.0346857264654667,3.44737270208912,104.27555053652
